"﻿ROLL_NUMBER","RSN","PID","LAT_LONG","PROPERTY_ADDRESS","PROPERTY_POSTAL_CODE","GEOCODE_ADDRESS","YEAR_BUILT","TYPE","PRIMARY_USE","DESCRIPTION","APPROX_BUILDING_AREA","HVAC","FLOORS","PROPERTY_BUILDINGS","NOTES","ORDER","EUI","ENERGY_STAR_SCORE","GREENHOUSE_GAS_EMISSIONS"
"R063943001","84183","18312373","[46.156168,-120.133628]","8200 JONES RD  ","V6Y 3Z2","8200 JONES RD @","1993","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","96,296","ELEC BBD-ZND","4","3","R31","334",118,55,41
"R063943167","84184","18866514","[46.156821,-120.134078]","8180 JONES RD  ","V6Y 3Z6","8180 JONES RD @","1994","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","82,288","ELEC BBD-ZND","4","3","R31","335",97,109,116
"R063943089","59099","18609279","[46.156891,-120.133156]","8220 JONES RD  ","V6Y 3Z7","8220 JONES RD @","1994","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","79,888","ELEC BBD-ZND","4","3","R31","336",53,104,84
"R016327001","52292","16716108","[46.173367,-120.072488]","13511 COMMERCE PKY  ","V6V 2J8","13511 COMMERCE PKY @","1989","Commercial","Office Building (Primary Use)","Office","79,296","Package Unit","2","2","C27 - Refer to Lat/Lomg","496",66,33,51
"R044527027","51327","15874648","[46.127931,-120.099479]","11880 HAMMERSMITH WAY  ","V7A 5C8","11880 HAMMERSMITH WAY @","1990","Commercial","Commercial Strata-Lot","Strata Warehouse","79,235","Space Heater","2","2","C21","428",31,45,115
"R118022100","134764","27094251","[46.203629,-120.078782]","13180 MITCHELL RD  ","V6V 1M8","13180 MITCHELL RD @","2009","Commercial","Storage & Warehousing","Warehouse, Storage","79,098","Complete HVAC","1","2","C22","435",60,32,100
"R059676097","66210","23469927","[46.1691,-120.132675]","8297 SABA RD  ","V6Y 4B5","8297 SABA RD @","1996","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","95,159","ELEC BBD-ZND","16","2","R32","340",131,74,29
"R059676007","112871","23469021","[46.169317,-120.131796]","6119 COONEY RD  ","V6Y 4B7","6119 COONEY RD @","1996","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","90,184","ELEC BBD-ZND","15","2","R32","341",27,86,67
"R059409027","4529","3871878","[46.169093,-120.146529]","7000 WESTMINSTER HWY  ","V6X 1A1","7000 WESTMINSTER HWY @","N/A","Institutional","Government Buildings","Hospital","252,248","N/A","2","1","Springfield Hospital","342",62,36,64
"R044529111","147818","27871771","[46.126468,-120.099373]","11980 HAMMERSMITH WAY  ","V7A 0A4","11980 HAMMERSMITH WAY @","2009","Commercial","Commercial Strata-Lot","Strata Warehouse","78,703","N/A","2","1","N/A","481",134,125,31
"R016327007","60621","18697798","[46.175328,-120.072555]","13575 COMMERCE PKY  ","V6V 2L1","13575 COMMERCE PKY @","1993","Commercial","Office Building (Primary Use)","Office","78,423","Package Unit","2","1","N/A","438",39,44,105
"R086912300","164038","28772784","[46.1269002562904,-120.180378655556]","4071 CHATHAM ST  ","V7E 2Z7","4071 CHATHAM ST @","2012","Residential","Seniors Independent & Assisted Living","Seniors Supportive Living","100,970","N/A","4","1","N/A","345",48,127,90
"R057620171","137478","27300439","[46.173521,-120.144699]","7575 ALDERBRIDGE WAY  ","V6X 4L1","7575 ALDERBRIDGE WAY @","2007","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","94,840","ELEC BBOARD","13","3","R33","346",99,104,99
"R057620001","136619","27192971","[46.173248,-120.14555]","7555 ALDERBRIDGE WAY  ","V6X 4L3","7555 ALDERBRIDGE WAY @","2007","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","90,511","ELEC BBOARD","13","3","R33","347",121,89,80
"R057620089","136801","27193853","[46.173037,-120.144847]","7535 ALDERBRIDGE WAY  ","V6X 4L2","7535 ALDERBRIDGE WAY @","2007","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","85,893","ELEC BBOARD","13","3","R33","348",91,128,80
"R056878087","144218","27610055","[46.172709,-120.132548]","8288 LANSDOWNE RD  ","V6X 0B3","8288 LANSDOWNE RD @","2008","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","94,807","ELEC BBOARD","13","2","R34","349",68,78,27
"R056878007","143998","27609251","[46.173335,-120.132462]","8280 LANSDOWNE RD  ","V6X 0B2","8280 LANSDOWNE RD @","2008","Residential","Strata-Lot Residence (Condominium)","Mixed Retail With Residential","85,313","ELEC BBOARD","10","2","R34","350",81,104,28
"R057602299","142038","27497046","[46.170588,-120.143452]","7373 WESTMINSTER HWY  ","V6X 0B5","7373 WESTMINSTER HWY @","2008","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","94,442","HEAT PUMP","13","3","R35","351",35,25,70
"R057602200","141718","27496058","[46.170443,-120.144192]","7371 WESTMINSTER HWY  ","V6X 0B4","7371 WESTMINSTER HWY @","2008","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","88,919","HEAT PUMP","13","3","R35","352",61,104,30
"R057602111","142039","27495167","[46.170879,-120.144225]","5900 ALDERBRIDGE WAY  ","V6X 0B6","5900 ALDERBRIDGE WAY @","2008","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","89,797","HEAT PUMP","13","3","R35","353",97,41,24
"R097837002","85305","24570559","[46.15522,-120.180071]","4088 BLUNDELL RD  ","V7C 5V1","4088 BLUNDELL RD @","1998","Residential","Seniors Independent & Assisted Living","Seniors Supportive Living","94,318","N/A","5","1","N/A","354",68,30,39
"R000145001","41591","6722911","[46.176353,-119.966893]","23200 GILLEY RD  ","V6V 2L6","23200 GILLEY RD @","1988","Commercial","Shopping Centre (Neighbourhood)","Neighbourhood Shopping Centre","78,262","N/A","1","1","N/A","172",91,97,55
"R016327005","58992","18323090","[46.174375,-120.073392]","13571 COMMERCE PKY  ","V6V 2R2","13571 COMMERCE PKY @","1993","Commercial","Office Building (Primary Use)","Office","78,000","Package Unit","2","1","N/A","439",94,115,65
"R034886099","1483","4315693","[46.197818,-120.058644]","2100 VICEROY PL  ","V6V 1Y9","2100 VICEROY PL @","1981","Commercial","Storage & Warehousing","Warehouse, Storage","77,968","Package Unit","2","1","N/A","394",68,104,29
"R044527007","112512","15874443","[46.128584,-120.099515]","11860 HAMMERSMITH WAY  ","V7A 5G1","11860 HAMMERSMITH WAY @","1990","Commercial","Commercial Strata-Lot","Strata Warehouse","77,882","Space Heater","2","2","C21","429",84,25,86
"R059681089","84476","24368661","[46.168613,-120.131849]","8288 SABA RD  ","V6Y 4C8","8288 SABA RD @","1999","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","92,969","ELEC BBD-ZND","14","2","R36","359",78,48,102
"R059681009","113238","23912294","[46.168614,-120.133058]","8238 SABA RD  ","V6Y 4C7","8238 SABA RD @","1997","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","89,667","ELEC BBD-ZND","14","2","R36","360",63,23,37
"R083635001","86125","24781436","[46.177612,-120.131196]","8368 ALEXANDRA RD  ","V6X 4A6","8368 ALEXANDRA RD @","1998","Commercial","Hotel","Hotel - Full Service","77,865","Package Unit","6","1","Sheraton Hotel","445",67,73,65
"R057258005","62496","19016905","[46.170536,-120.137476]","7995 WESTMINSTER HWY  ","V6X 3Y5","7995 WESTMINSTER HWY @","1994","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","92,794","ELEC BBOARD","15","2","M1","362",67,49,35
"R005502016","60133","18585558","[46.167951,-119.984836]","6311 FRASERWOOD PL  ","V6W 1J2","6311 FRASERWOOD PL @","2006","Commercial","Storage & Warehousing","Warehouse, Storage","77,125","N/A","1","1","N/A","455",37,37,34
"R082043001","107858","26147190","[46.191495367123,-120.126758124786]","3000 SEXSMITH RD  ","V6X 4K9","3000 SEXSMITH RD @","2005","Commercial","Big Box","Retail Store","77,023","N/A","1","1","N/A","469",60,66,24
"R012716904","87650","25133675","[46.128839,-120.088248]","12111 JACOBSON WAY  ","V6W 1L5","12111 JACOBSON WAY @","2002","Commercial","Storage & Warehousing","Warehouse, Storage","76,674","Package Unit","2","1","N/A","537",40,77,101
"R064362132","84224","18321411","[46.156146,-120.129128]","8620 JONES RD  ","V6Y 3Z4","8620 JONES RD @","1992","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","91,808","FLR FURNACE","3","3","R37","366",106,90,62
"R064362059","56527","17884632","[46.156157,-120.130562]","7800 ST ALBANS RD  ","V6Y 3Y5","7800 ST ALBANS RD","1992","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","75,050","FLR FURNACE","3","3","R37","367",69,46,38
"R064362002","84225","17884063","[46.15673,-120.130552]","7700 ST ALBANS RD  ","V6Y 3Y4","7700 ST ALBANS RD","1992","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","56,777","FLR FURNACE","3","3","R37","368",129,105,98
"R064756001","48142","13925237","[46.1573303120892,-120.142796986156]","7600 MOFFATT RD  ","V6Y 3V1","7600 MOFFATT RD @","1989","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","91,285","ELEC BBD-ZND","3","1","N/A","369",99,101,90
"R056875084","63573","19145594","[46.173071,-120.133024]","8248 LANSDOWNE RD  ","V6X 3Y9","8248 LANSDOWNE RD @","1995","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","91,095","ELEC BBD-ZND","14","2","R38","370",44,88,88
"R056875008","112841","19144831","[46.173477,-120.133002]","8246 LANSDOWNE RD  ","V6X 3Y4","8246 LANSDOWNE RD @","1995","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","78,321","ELEC BBD-ZND","12","2","R38","371",32,58,109
"R081240101","81774","24091600","[46.191421,-120.114428]","3233 ST EDWARDS DR  ","V6X 3K9","3233 ST EDWARDS DR","1999","Commercial","Hotel","Hotel - Full Service","76,198","Package Unit","5","1","N/A","458",34,82,66
"R044837001","62169","18949142","[46.129406,-120.097305]","11191 HORSESHOE WAY  ","V7A 4S5","11191 HORSESHOE WAY @","1980","Commercial","Commercial Strata-Lot","Strata Warehouse","75,748","Space Heater","1","2","C24","471",129,57,85
"R039689001","66206","23475803","[46.187574,-120.069797]","3389 NO 6 RD  ","V6V 1P6","3389 NO 6 RD","1996","Commercial","Commercial Strata-Lot","Strata Warehouse","75,272","Package Unit","2","1","N/A","173",104,31,56
"R059682109","137691","27267792","[46.167965,-120.134679]","6351 BUSWELL ST  ","V6Y 0A4","6351 BUSWELL ST @","2007","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","89,803","ELEC BBOARD","15","1","N/A","375",70,72,24
"R063979217","112859","25995278","[46.156936,-120.134613]","8120 JONES RD  ","V6Y 4K7","8120 JONES RD @","2004","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","89,703","ELEC BBD-ZND","4","4","R39","376",50,37,106
"R063979131","98261","25787276","[46.156974,-120.136179]","8060 JONES RD  ","V6Y 4K5","8060 JONES RD @","2003","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","89,090","ELEC BBD-ZND","4","4","R39","377",25,45,104
"R063980081","84182","23243571","[46.156129,-120.13611]","8080 JONES RD  ","V6Y 4A9","8080 JONES RD @","1995","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","54,757","FLR FURNACE","4","4","R39","378",102,53,45
"R063980001","65181","23242761","[46.15601,-120.134763]","8100 JONES RD  ","V6Y 4B1","8100 JONES RD @","1995","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","80,334","FLR FURNACE","4","4","R39","379",27,44,74
"R033160097","36207","514977","[46.201451,-120.060586]","1771 SAVAGE RD  ","V6V 1R1","1771 SAVAGE RD @","2007","Commercial","Storage & Warehousing","Warehouse, Storage","74,874","N/A","1","2","C30","617",64,94,133
"R058271293","68101","4919556","[46.171555,-120.153663]","6631 ELMBRIDGE WAY  ","V7C 4N1","6631 ELMBRIDGE WAY @","1981","Commercial","Storage & Warehousing","Warehouse, Storage","74,725","Package Unit","2","2","C9","83",90,95,24
"R056907016","35409","1950541","[46.1732723301935,-120.129451650802]","8500 LANSDOWNE RD  ","V6X 3G4","8500 LANSDOWNE RD @","1981","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","87,772","FHA ELECT","3","1","N/A","382",77,131,135
"R132540000","49059","N/A","[46.188251,-120.155799]","3151 AYLMER RD ","V7B 1L5","3151 AYLMER RD @","1989","Commercial","Storage & Warehousing","Warehouse, Storage","74,696","Package Unit","1","1","FedEx Warehouse","9",65,45,91
"R059677001","79288","23758201","[46.169099,-120.134747]","8171 SABA RD  ","V6Y 4B3","8171 SABA RD @","1997","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","86,512","ELEC BBD-ZND","14","2","R40","384",111,78,77
"R059677078","112901","23759020","[46.169502,-120.134036]","6191 BUSWELL ST  ","V6Y 4C4","6191 BUSWELL ST @","1997","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","77,319","ELEC BBD-ZND","15","2","R40","385",55,39,50
"R060271001","130856","26848317","[46.1697219270393,-120.122806013833]","6033 KATSURA ST  ","V6Y 0B3","6033 KATSURA ST @","2006","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","86,431","Electric","4","1","N/A","386",46,64,36
"R012716906","87652","25133691","[46.128294,-120.085983]","12291 RIVERSIDE WAY  ","V6W 1K8","12291 RIVERSIDE WAY @","2007","Commercial","Storage & Warehousing","Warehouse, Storage","74,510","N/A","1","1","N/A","470",105,71,38
"R080684000","19718","3407675","[46.191015,-120.092546]","3071 NO 5 RD  ","V6X 2T4","3071 NO 5 RD","1984","Commercial","Storage & Warehousing","Industrial Flex Building","74,213","Package Unit","2","1","N/A","466",45,60,54
"R056719002","52028","16197968","[46.170767,-120.135485]","8081 WESTMINSTER HWY  ","V6X 1A7","8081 WESTMINSTER HWY @","1990","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","62,574","Electric","12","2","M2","389",60,91,23
"R064430077","84228","2248034","[46.161904,-120.147265]","7100 GILBERT RD  ","V7C 5C3","7100 GILBERT RD @","1982","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","85,863","IN-FL RAD'NT","12","2","R41","390",27,76,68
"R064430082","35452","15187977","[46.162365,-120.146798]","7040 GRANVILLE AVE  ","V6Y 3W5","7040 GRANVILLE AVE @","1988","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","85,858","HW GAS","10","2","R41","391",81,88,103
"R032871009","86816","24873128","[46.201803,-120.056246]","15100 RIVER RD  ","V6V 3B2","15100 RIVER RD @","1974","Commercial","Storage & Warehousing","Warehouse, Storage","74,076","Package Unit","1","1","N/A","492",74,103,47
"R044600001","83314","24225746","[46.131644,-120.101316]","11133 COPPERSMITH WAY  ","V7A 5E8","11133 COPPERSMITH WAY @","2000","Commercial","Bus Company","Service Repair Garage","72,955","Package Unit","1","1","N/A","484",86,114,32
"R031969002","79022","23672251","[46.1344217864839,-120.064647590459]","14100 ENTERTAINMENT BLVD  ","V6W 1K3","14100 ENTERTAINMENT BLVD @","1998","Commercial","Bowling Alley","Bowling Alley","72,216","Package Unit","1","1","Zone Bowling Alley","148",40,40,102
"R044530021","48567","14757656","[46.1303831407114,-120.101701684092]","11771 HAMMERSMITH WAY  ","V7A 5H6","11771 HAMMERSMITH WAY @","1993","Commercial","Storage & Warehousing","Warehouse, Storage","72,206","Package Unit","1","1","N/A","171",39,56,94
"R069406000","35550","1507371","[46.1462970796233,-120.092397992627]","9151 NO 5 RD  ","V7A 4T9","9151 NO 5 RD","1976","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","84,380","HW GAS","3","1","N/A","396",61,52,79
"R130130002","47248","N/A","[46.179282,-120.161992]","5400 AIRPORT RD S  ","V7B 1B4","5400 AIRPORT RD @","1940","Commercial","Storage & WarehousinG","Warehouse, Distribution","72,203","Hot Water","1","1","Airport Warehouse Area","19",88,88,72
"R041866101","128016","26667649","[46.178854,-120.070888]","13900 MAYCREST WAY  ","V6V 3E2","13900 MAYCREST WAY @","2006","Commercial","Commercial Strata-Lot","Strata Warehouse","70,665","N/A","2","1","N/A","412",39,52,78
"R057595003","3706","7265549","[46.1723767204851,-120.141444100015]","7577 ELMBRIDGE WAY  ","V6X 4J3","7577 ELMBRIDGE WAY @","1975","Commercial","Office Building (Primary Use)","Office","70,614","Package Unit","2","1","N/A","560",58,90,40
"R000004011","143458","27570428","[46.170129,-119.967061]","23000 FRASERWOOD WAY  ","V6V 3C7","23000 FRASERWOOD WAY @","2008","Commercial","Commercial Strata-Lot","Industrial Flex Building","70,383","N/A","2","1","N/A","485",94,132,92
"R074150000","112514","1275208","[46.134435,-120.137343]","10631 NO 3 RD  ","V7A 4L8","10631 NO 3 RD","1974","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","83,332","HW GAS","3","2","R42","401",105,28,83
"R074150064","35484","1276433","[46.133923,-120.138985]","7631 STEVESTON HWY  ","V7A 4L7","7631 STEVESTON HWY @","1974","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","81,190","HW GAS","3","2","R42","402",64,48,42
"R005284001","57179","17967783","[46.166649,-119.989088]","6660 GRAYBAR RD  ","V6W 1H9","6660 GRAYBAR RD @","1992","Commercial","Commercial Strata-Lot","Strata Warehouse","70,085","Space Heater","2","1","N/A","374",76,81,69
"R074526001","59865","18517269","[46.140105,-120.126251]","8980 WILLIAMS RD  ","V7A 1G6","8980 WILLIAMS RD @","N/A","Institutional","Schools & Universities, College Or Technical Schools","Secondary School","105,326","N/A","2","1","McRoberts Secondary","404",72,41,102
"R064900001","45253","2186322","[46.157579,-120.137215]","7540 ABERCROMBIE DR  ","V6Y 3J8","7540 ABERCROMBIE DR @","1985","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","82,692","ELEC BBD-ZND","3","2","R43","405",90,63,60
"R041357001","78415","23710802","[46.18126,-120.076745]","13251 DELF PL  ","V6V 2A2","13251 DELF PL @","1987","Commercial","Storage & Warehousing","Warehouse, Storage","69,998","Package Unit","2","1","N/A","355",40,59,116
"R083300000","20339","3490807","[46.178028,-120.137352]","4975 NO 3 RD  ","V6X 2A4","4975 NO 3 RD","N/A","Commercial","Storage & Warehousing","Warehouse, Storage","69,969","N/A","1","2","C3","36",77,65,40
"R060288001","133356","27028224","[46.1690654788138,-120.122605901653]","9233 FERNDALE RD  ","V6Y 0B8","9233 FERNDALE RD @","2007","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","82,021","ELEC BBOARD","4","1","N/A","408",48,106,101
"R033707001","86841","24886254","[46.193435,-120.083441]","2633 SWEDEN WAY  ","V6V 2Z6","2633 SWEDEN WAY @","1960","Commercial","Store(S) And Service Commercial","Retail Store","69,861","Package Unit","1","1","N/A","500",72,39,81
"R081130006","134456","27079481","[46.18771,-120.105587]","10851 SHELLBRIDGE WAY  ","V6X 2W8","10851 SHELLBRIDGE WAY @","2008","Commercial","Office Building (Primary Use)","Office","69,672","N/A","3","1","N/A","488",82,102,91
"R064170101","47266","13103644","[46.1596256011786,-120.126081848481]","8751 GENERAL CURRIE RD  ","V6Y 3T7","8751 GENERAL CURRIE RD","1989","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","81,090","ELEC BBD-ZND","3","1","N/A","411",52,31,81
"R034831059","1478","4920023","[46.19783,-120.062477]","2080 VAN DYKE PL  ","V6V 1X9","2080 VAN DYKE PL","1977","Commercial","Storage & Warehousing","Warehouse, Storage","69,474","Hot Water Radiant","2","1","N/A","477",98,82,100
"R056801016","45965","11750154","[46.1733050465292,-120.128347307859]","8600 LANSDOWNE RD  ","V6X 3L6","8600 LANSDOWNE RD @","1988","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","80,674","FLR FURNACE","3","1","N/A","413",98,81,85
"R033851001","1438","703354","[46.1968270660122,-120.07226322822]","2440 VIKING WAY  ","V6V 1N2","2440 VIKING WAY @","1981","Commercial","Storage & Warehousing","Warehouse, Distribution","68,694","Space Heater","1","1","N/A","152",64,63,106
"R041674005","50391","15564240","[46.183547,-120.072161]","4320 VIKING WAY  ","V6V 2L4","4320 VIKING WAY @","1989","Commercial","Storage & Warehousing","Industrial Flex Building","68,479","Package Unit","2","1","N/A","319",27,62,39
"R005502052","107394","26093359","[46.167825,-119.980087]","21771 FRASERWOOD WAY  ","V6W 1J5","21771 FRASERWOOD WAY @","2007","Commercial","Storage & Warehousing","Warehouse, Storage","68,477","N/A","2","1","N/A","630",66,29,27
"R044843001","55564","17460361","[46.131441,-120.094177]","11111 HORSESHOE WAY  ","V7A 4Y1","11111 HORSESHOE WAY @","1984","Commercial","Hall (Community, Lodge, Club, Etc.)","Country Club","68,324","Package Unit","2","1","N/A","565",82,88,89
"R081023047","19831","3294935","[46.18709,-120.105997]","10760 SHELLBRIDGE WAY  ","V6X 3H1","10760 SHELLBRIDGE WAY @","1981","Commercial","Office Building (Primary Use)","Office","67,711","Package Unit","1","1","N/A","501",63,115,78
"R039601999","156678","3701263","[46.187074,-120.079498]","3810 JACOMBS RD  ","V6V 1Y6","3810 JACOMBS RD @","1975","Commercial","Storage & Warehousing","Warehouse, Storage","67,669","Package Unit","1","1","N/A","56",88,112,32
"R056641001","48959","14699150","[46.172704,-120.125666]","5500 ARCADIA RD  ","V6X 3P5","5500 ARCADIA RD @","1989","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","79,888","FLR FURNACE","3","1","N/A","420",29,62,97
"R056615001","45712","11706619","[46.1709043384992,-120.125343512944]","5700 ARCADIA RD  ","V6X 2G9","5700 ARCADIA RD @","1988","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","79,873","FLR FURNACE","3","1","N/A","421",96,89,60
"R064302010","51030","15685543","[46.1586658720645,-120.12764941554]","8600 GENERAL CURRIE RD  ","V6Y 3V6","8600 GENERAL CURRIE RD","1990","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","79,776","ELEC BBD-ZND","3","1","N/A","422",25,48,98
"R056675001","35428","2071762","[46.1715355955906,-120.130014322186]","8460 ACKROYD RD  ","V6X 3E9","8460 ACKROYD RD @","1982","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","79,688","ELEC BBOARD","3","1","N/A","423",94,84,53
"R059500001","81377","24016772","[46.169453,-120.136901]","6081 NO 3 RD  ","V6Y 2B2","6081 NO 3 RD","1997","Commercial","Commercial Strata-Lot","Strata General Commercial","67,454","Package Unit","8","2","C26","486",101,90,36
"R085336001","20906","1403397","[46.1778472872321,-120.101657401136]","4693 VANGUARD RD  ","V6X 2P7","4693 VANGUARD RD @","1972","Commercial","Storage & Warehousing","Warehouse, Storage","67,039","Package Unit","1","1","N/A","186",63,28,48
"R089219054","64060","23045728","[46.121587,-120.170085]","12931 RAILWAY AVE  ","V7E 6M5","12931 RAILWAY AVE @","1995","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","79,602","IN-FL RAD'NT","4","2","R44","426",50,83,94
"R089219014","84107","23045311","[46.121882,-120.171094]","12911 RAILWAY AVE  ","V7E 6L8","12911 RAILWAY AVE @","1995","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","72,588","IN-FL RAD'NT","4","2","R44","427",63,76,34
"R085222005","133016","27018644","[46.183788,-120.103687]","10780 CAMBIE RD  ","V6X 1K8","10780 CAMBIE RD @","2006","Commercial","Automobile Dealership","Auto Dealership, Complete","66,499","Hot Water Radiant","2","1","N/A","632",120,61,31
"R033143021","139058","27351971","[46.199613,-120.059659]","1999 SAVAGE RD  ","V6V 0A5","1999 SAVAGE RD @","2008","Commercial","Commercial Strata-Lot","Warehouse, Distribution","66,419","N/A","2","2","C23","468",80,61,64
"R064306091","84098","16615026","[46.158833,-120.12957]","8500 GENERAL CURRIE RD  ","V6Y 3V4","8500 GENERAL CURRIE RD","1990","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","79,231","ELEC BBD-ZND","3","4","R45","430",100,111,83
"R064306153","50287","17526612","[46.158847,-120.128892]","8580 GENERAL CURRIE RD  ","V6Y 3V5","8580 GENERAL CURRIE RD","1991","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","77,699","ELEC BBD-ZND","3","4","R45","431",58,99,52
"R064306002","84096","15263274","[46.157993,-120.12865]","8560 GENERAL CURRIE RD  ","V6Y 1M2","8560 GENERAL CURRIE RD","1989","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","54,230","ELEC BBD-ZND","3","4","R45","432",45,134,90
"R064306010","84097","15263380","[46.158019,-120.12971]","8520 GENERAL CURRIE RD  ","V6Y 1M2","8520 GENERAL CURRIE RD","1989","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","51,623","ELEC BBD-ZND","3","4","R45","433",40,57,71
"R059678001","59895","18468659","[46.168555,-120.13577]","8010 SABA RD  ","V6Y 4B2","8010 SABA RD @","1997","Commercial","Store(S) And Service Commercial","Bank","66,355","Warmed and Cooled Air","2","1","N/A","556",43,84,33
"R040172001","61459","18884041","[46.187714,-120.084197]","12811 ROWAN PL  ","V6V 2S6","12811 ROWAN PL @","1994","Commercial","Commercial Strata-Lot","Strata Warehouse","66,215","Space Heater","2","1","N/A","636",75,130,42
"R060379078","126596","26590981","[46.168368,-120.123783]","9100 FERNDALE RD  ","V6Y 4L1","9100 FERNDALE RD @","2006","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","78,462","N/A","4","2","R46","436",35,26,69
"R060379001","120338","26533944","[46.168368,-120.122732]","9200 FERNDALE RD  ","V6Y 4L2","9200 FERNDALE RD @","2006","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","76,862","N/A","4","2","R46","437",76,102,60
"R034820030","1477","3523888","[46.198817,-120.062709]","2060 VAN DYKE PL  ","V6V 1X9","2060 VAN DYKE PL","1976","Commercial","Storage & Warehousing","Warehouse, Storage","66,169","Space Heater","2","1","N/A","387",65,90,48
"R007313422","122641","26536943","[46.155574,-120.016443]","18391 MCCARTNEY WAY  ","V6W 0A1","18391 MCCARTNEY WAY @","2006","Commercial","Storage & Warehousing","Warehouse, Storage","66,072","N/A","2","1","N/A","634",85,64,32
"R051570001","88120","25262351","[46.1244708185021,-120.096560074921]","11760 MACHRINA WAY  ","V7A 4V1","11760 MACHRINA WAY @","1981","Commercial","Storage & Warehousing","Warehouse, Storage","65,347","Space Heater","1","1","N/A","131",82,106,67
"R060197006","56396","17846633","[46.169983,-120.13213]","8280 WESTMINSTER HWY  ","V6X 3W3","8280 WESTMINSTER HWY @","1992","Residential","Strata-Lot Residence (Condominium)","Mixed Retail With Residential","78,242","FLR FURNACE","15","1","N/A","441",75,118,80
"R039695000","1591","3918912","[46.1878452664219,-120.072225272777]","3500 VIKING WAY  ","V6V 1N6","3500 VIKING WAY @","1980","Commercial","Storage & Warehousing","Warehouse, Storage","64,939","Package Unit","1","1","N/A","164",94,85,70
"R079771101","176923","29369771","[46.199657,-120.112307]","10033 RIVER DR  ","V6X 0L1","10033 RIVER DR @","2014","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","77,889","N/A","6","2","R47","443",104,83,29
"R079771025","176539","28792301","[46.199166,-120.112785]","10011 RIVER DR  ","V6X 1Z2","10011 RIVER DR @","2015","Residential","Multi-Family (Apartment Block)","Strata Apartment - Frame","51,420","N/A","4","2","R47","444",58,47,117
